-30.221405	-8.444377	-0.847745						-30.221405	-8.444377	-0.847745
-28.035507	-6.069466	-0.904394						-28.035507	-6.069466	-0.904394
-25.102463	-5.862185	-1.155054						-25.102463	-5.862185	-1.155054
-23.535538	-9.79458	-1.133579						-23.535538	-9.79458	-1.133579
-23.008224	-7.899425	-0.998294						-23.008224	-7.899425	-0.998294
-22.169418	-5.654905	-1.405713						-22.169418	-5.654905	-1.405713
-21.223709	-6.276746	-1.294293						-21.223709	-6.276746	-1.294293
-19.236374	-5.447625	-1.656373						-19.236374	-5.447625	-1.656373
-19.034927	-6.09361	-1.494369						-19.034927	-6.09361	-1.494369
-16.849655	-11.144782	-1.419414						-16.849655	-11.144782	-1.419414
-16.846161	-5.910475	-1.694445						-16.846161	-5.910475	-1.694445
-15.047913	-9.522104	-1.342854						-15.047913	-9.522104	-1.342854
-14.657394	-5.727339	-1.894521						-14.657394	-5.727339	-1.894521
-13.761642	-7.899425	-1.557962						-13.761642	-7.899425	-1.557962
-12.468597	-5.544204	-2.094597						-12.468597	-5.544204	-2.094597
-11.478897	-6.276747	-1.934851						-11.478897	-6.276747	-1.934851
-10.034378	-6.117755	-2.084343						-10.034378	-6.117755	-2.084343
-8.589844	-5.958765	-2.233836						-8.589844	-5.958765	-2.233836
-7.14534	-5.799773	-2.383328						-7.14534	-5.799773	-2.383328
-7.087601	-11.144782	-1.687414						-7.087601	-11.144782	-1.687414
-6.299576	-9.522104	-1.82163						-6.299576	-9.522104	-1.82163
-5.700821	-5.640782	-2.53282						-5.700821	-5.640782	-2.53282
-4.51506	-7.899425	-2.117629						-4.51506	-7.899425	-2.117629
-1.73407	-6.276746	-2.575409						-1.73407	-6.276746	-2.575409
-1.033813	-6.1419	-2.674318						-1.033813	-6.1419	-2.674318
-0.333557	-6.007054	-2.773227						-0.333557	-6.007054	-2.773227
0.366699	-5.872208	-2.872135						0.366699	-5.872208	-2.872135
0.872711	-12.767462	-2.031974						0.872711	-12.767462	-2.031974
1.066956	-5.737361	-2.971044						1.066956	-5.737361	-2.971044
1.162491	-11.144782	-2.0853						1.162491	-11.144782	-2.0853
2.448761	-9.522104	-2.300407						2.448761	-9.522104	-2.300407
4.731522	-7.899425	-2.677297						4.731522	-7.899425	-2.677297
7.834747	-5.833941	-3.409267						7.834747	-5.833941	-3.409267
7.878738	-5.944642	-3.360942						7.878738	-5.944642	-3.360942
7.922745	-6.055343	-3.312618						7.922745	-6.055343	-3.312618
7.966751	-6.166045	-3.264293						7.966751	-6.166045	-3.264293
8.010757	-6.276746	-3.215968						8.010757	-6.276746	-3.215968
8.624573	-12.767462	-2.348969						8.624573	-12.767462	-2.348969
9.412567	-11.144782	-2.483185						9.412567	-11.144782	-2.483185
11.197098	-9.522103	-2.779184						11.197098	-9.522103	-2.779184
12.110153	-5.390695	-3.903705						12.110153	-5.390695	-3.903705
12.993469	-15.669312	-2.604442		12.993469	-15.669312	-2.604442		12.993469	-15.669312	-2.604442
13.978088	-7.899425	-3.236964						13.978088	-7.899425	-3.236964
15.953125	-5.612208	-4.11774						15.953125	-5.612208	-4.11774
16.376404	-12.767462	-2.665963						16.376404	-12.767462	-2.665963
16.385559	-4.94745	-4.398143						16.385559	-4.94745	-4.398143
17.433212	-15.185669	-2.773193						17.433212	-15.185669	-2.773193
17.662689	-11.144782	-2.88107						17.662689	-11.144782	-2.88107
19.796082	-5.833721	-4.331775						19.796082	-5.833721	-4.331775
19.945419	-9.522104	-3.25796						19.945419	-9.522104	-3.25796
20.660965	-4.504205	-4.892581						20.660965	-4.504205	-4.892581
22.560028	-14.943849	-2.976441						22.560028	-14.943849	-2.976441
23.639084	-6.055233	-4.545809						23.639084	-6.055233	-4.545809
24.027496	-5.279774	-4.874537						24.027496	-5.279774	-4.874537
24.12825	-12.767462	-2.982958						24.12825	-12.767462	-2.982958
24.936386	-4.060959	-5.38702						24.936386	-4.060959	-5.38702
25.114227	-18.571159	-3.17691		25.114227	-18.571159	-3.17691		25.114227	-18.571159	-3.17691
25.912766	-11.144782	-3.278956						25.912766	-11.144782	-3.278956
26.382828	-17.482965	-3.19998						26.382828	-17.482965	-3.19998
27.369522	-16.636595	-3.217924						27.369522	-16.636595	-3.217924
27.48204	-6.276746	-4.759844						27.48204	-6.276746	-4.759844
29.061005	-15.185669	-3.248684						29.061005	-15.185669	-3.248684
31.669449	-5.612098	-5.350931						31.669449	-5.612098	-5.350931
31.868683	-7.899425	-4.690031						31.868683	-7.899425	-4.690031
31.880112	-12.767462	-3.299952						31.880112	-12.767462	-3.299952
32.101883	-4.94734	-5.631335						32.101883	-4.94734	-5.631335
33.165695	-17.482965	-3.47735						33.165695	-17.482965	-3.47735
34.461395	-3.88416	-5.749332						34.461395	-3.88416	-5.749332
35.614349	-19.538443	-3.631894						35.614349	-19.538443	-3.631894
36.249023	-15.669312	-3.555425						36.249023	-15.669312	-3.555425
36.25531	-9.522104	-4.620217						36.25531	-9.522104	-4.620217
37.235001	-21.473007	-3.749377		37.235001	-21.473007	-3.749377		37.235001	-21.473007	-3.749377
39.311401	-5.944421	-5.827326						39.311401	-5.944421	-5.827326
40.17627	-4.614906	-6.388132						40.17627	-4.614906	-6.388132
40.61792	-18.571157	-3.810898						40.61792	-18.571157	-3.810898
40.641953	-11.144782	-4.550404						40.641953	-11.144782	-4.550404
43.542801	-5.390475	-6.370089						43.542801	-5.390475	-6.370089
43.986435	-3.707361	-6.111645						43.986435	-3.707361	-6.111645
44.986832	-21.473007	-4.066371						44.986832	-21.473007	-4.066371
45.028549	-12.767462	-4.48059						45.028549	-12.767462	-4.48059
46.953339	-6.276747	-6.30372						46.953339	-6.276747	-6.30372
47.533478	-4.248577	-6.68102						47.533478	-4.248577	-6.68102
48.62738	-15.66931	-4.503488						48.62738	-15.66931	-4.503488
49.355759	-24.374855	-4.321845		49.355759	-24.374855	-4.321845		49.355759	-24.374855	-4.321845
49.759247	-7.899425	-6.143097						49.759247	-7.899425	-6.143097
52.226212	-18.571159	-4.526385						52.226212	-18.571159	-4.526385
52.56517	-9.522103	-5.982474						52.56517	-9.522103	-5.982474
53.511475	-3.530562	-6.473958						53.511475	-3.530562	-6.473958
54.890701	-3.882249	-6.973907						54.890701	-3.882249	-6.973907
54.983719	-5.83361	-7.108843						54.983719	-5.83361	-7.108843
55.371094	-11.144782	-5.821852						55.371094	-11.144782	-5.821852
55.416153	-5.168852	-7.389246						55.416153	-5.168852	-7.389246
55.825027	-21.473007	-4.549282						55.825027	-21.473007	-4.549282
58.177002	-12.767462	-5.661229						58.177002	-12.767462	-5.661229
59.423859	-24.374855	-4.572179						59.423859	-24.374855	-4.572179
60.60553	-4.612994	-7.612707						60.60553	-4.612994	-7.612707
60.688263	-29.911469	-4.784593						60.688263	-29.911469	-4.784593
61.005737	-15.669312	-5.45155						61.005737	-15.669312	-5.45155
61.111725	-29.911469	-4.692086		61.111725	-29.911469	-4.692086		61.111725	-29.911469	-4.692086
62.247925	-3.51592	-7.266795						62.247925	-3.51592	-7.266795
63.036499	-3.353763	-6.836272						63.036499	-3.353763	-6.836272
63.834473	-18.571159	-5.241871						63.834473	-18.571159	-5.241871
65.794983	-4.057136	-7.836169						65.794983	-4.057136	-7.836169
66.424622	-6.276746	-7.847596						66.424622	-6.276746	-7.847596
66.663239	-21.473007	-5.032192						66.663239	-21.473007	-5.032192
67.649841	-7.899425	-7.596163						67.649841	-7.899425	-7.596163
68.59613	-33.602547	-5.016003		68.59613	-33.602547	-5.016003		68.59613	-33.602547	-5.016003
68.875031	-9.522103	-7.344731						68.875031	-9.522103	-7.344731
68.925476	-29.911469	-4.853568						68.925476	-29.911469	-4.853568
69.491974	-24.374857	-4.822514						69.491974	-24.374857	-4.822514
69.605164	-3.149592	-7.559682						69.605164	-3.149592	-7.559682
70.10025	-11.144782	-7.093299						70.10025	-11.144782	-7.093299
70.656036	-5.722799	-8.390359						70.656036	-5.722799	-8.390359
70.984375	-3.501278	-8.059631						70.984375	-3.501278	-8.059631
71.32547	-12.767462	-6.841866						71.32547	-12.767462	-6.841866
72.020752	-35.448086	-5.247341		72.020752	-35.448086	-5.247341		72.020752	-35.448086	-5.247341
72.867645	-35.448086	-5.062327						72.867645	-35.448086	-5.062327
73.384094	-15.669312	-6.399612						73.384094	-15.669312	-6.399612
73.677643	-4.977411	-8.544394						73.677643	-4.977411	-8.544394
75.44278	-18.571159	-5.957357						75.44278	-18.571159	-5.957357
76.173828	-2.94542	-8.283093						76.173828	-2.94542	-8.283093
76.588043	-37.524319	-5.351491		76.588043	-37.524319	-5.351491		76.588043	-37.524319	-5.351491
76.699249	-4.232024	-8.698431						76.699249	-4.232024	-8.698431
76.739227	-29.911469	-5.015049						76.739227	-29.911469	-5.015049
76.958557	-37.524319	-5.270548						76.958557	-37.524319	-5.270548
77.501434	-21.473007	-5.515102						77.501434	-21.473007	-5.515102
78.427063	-35.448086	-5.134956						78.427063	-35.448086	-5.134956
79.560089	-24.374855	-5.072848						79.560089	-24.374855	-5.072848
79.720886	-3.486636	-8.852468						79.720886	-3.486636	-8.852468
80.14035	-39.139168	-5.432498		80.14035	-39.139168	-5.432498		80.14035	-39.139168	-5.432498
82.742462	-2.741249	-9.006504						82.742462	-2.741249	-9.006504
83.353241	-40.984703	-5.710089		83.353241	-40.984703	-5.710089		83.353241	-40.984703	-5.710089
83.986481	-35.448086	-5.207585						83.986481	-35.448086	-5.207585
84.473907	-12.767462	-8.022505						84.473907	-12.767462	-8.022505
84.553009	-29.911469	-5.176531						84.553009	-29.911469	-5.176531
84.623596	-40.984703	-5.432568						84.623596	-40.984703	-5.432568
84.829407	-11.144782	-8.364746						84.829407	-11.144782	-8.364746
85.184906	-9.522104	-8.706988						85.184906	-9.522104	-8.706988
85.540436	-7.899425	-9.049231						85.540436	-7.899425	-9.049231
85.59491	-41.907471	-5.710125		85.59491	-41.907471	-5.710125		85.59491	-41.907471	-5.710125
85.762482	-15.669312	-7.347674						85.762482	-15.669312	-7.347674
85.895905	-6.276746	-9.391472						85.895905	-6.276746	-9.391472
86.230072	-41.907471	-5.571364						86.230072	-41.907471	-5.571364
86.749725	-5.341828	-9.476083						86.749725	-5.341828	-9.476083
86.874512	-42.368858	-5.675453						86.874512	-42.368858	-5.675453
87.051056	-18.571159	-6.672843						87.051056	-18.571159	-6.672843
87.603516	-4.406911	-9.560693						87.603516	-4.406911	-9.560693
87.92868	-40.984703	-5.416345						87.92868	-40.984703	-5.416345
88.33963	-21.473007	-5.998013						88.33963	-21.473007	-5.998013
88.457306	-3.471995	-9.645304						88.457306	-3.471995	-9.645304
89.311127	-2.537077	-9.729915						89.311127	-2.537077	-9.729915
89.545898	-35.448086	-5.280214						89.545898	-35.448086	-5.280214
89.628204	-24.374855	-5.323182						89.628204	-24.374855	-5.323182
91.233734	-40.984703	-5.400121						91.233734	-40.984703	-5.400121
92.36676	-29.911469	-5.338013						92.36676	-29.911469	-5.338013
94.138733	-29.911469	-5.396096						94.138733	-29.911469	-5.396096
94.538788	-40.984703	-5.383897						94.538788	-40.984703	-5.383897
94.68576	-46.521317	-6.172837		94.68576	-46.521317	-6.172837		94.68576	-46.521317	-6.172837
94.77182	-29.911469	-5.55686						94.77182	-29.911469	-5.55686
95.105347	-35.448086	-5.352843						95.105347	-35.448086	-5.352843
95.109222	-46.521317	-6.080331						95.109222	-46.521317	-6.080331
95.532654	-46.521317	-5.987823						95.532654	-46.521317	-5.987823
95.956116	-46.521317	-5.895316						95.956116	-46.521317	-5.895316
96.030243	-34.063931	-5.390699						96.030243	-34.063931	-5.390699
96.379578	-46.521317	-5.802809						96.379578	-46.521317	-5.802809
97.430298	-46.521317	-5.697733						97.430298	-46.521317	-5.697733
97.843903	-40.984703	-5.367673						97.843903	-40.984703	-5.367673
97.921722	-38.216393	-5.385303						97.921722	-38.216393	-5.385303
98.05011	-34.063931	-5.590661						98.05011	-34.063931	-5.590661
98.481018	-46.521317	-5.592656						98.481018	-46.521317	-5.592656
98.649261	-35.448086	-5.46901						98.649261	-35.448086	-5.46901
99.531738	-46.521317	-5.48758						99.531738	-46.521317	-5.48758
99.693665	-38.216393	-5.443387						99.693665	-38.216393	-5.443387
99.813202	-42.368858	-5.379907						99.813202	-42.368858	-5.379907
99.915436	-35.448086	-5.790538						99.915436	-35.448086	-5.790538
100.582458	-46.521317	-5.382504						100.582458	-46.521317	-5.382504
100.738068	-40.984703	-5.417764						100.738068	-40.984703	-5.417764
101.3284	-38.216393	-5.624462						101.3284	-38.216393	-5.624462
101.704681	-46.521317	-5.37451						101.704681	-46.521317	-5.37451
101.782501	-43.753006	-5.39214						101.782501	-43.753006	-5.39214
101.961456	-38.216393	-5.785226						101.961456	-38.216393	-5.785226
102.826904	-46.521317	-5.366517						102.826904	-46.521317	-5.366517
103.15979	-40.984703	-5.541924						103.15979	-40.984703	-5.541924
103.357117	-42.368858	-5.496074						103.357117	-42.368858	-5.496074
103.554474	-43.753006	-5.450224						103.554474	-43.753006	-5.450224
103.751801	-45.137161	-5.404374						103.751801	-45.137161	-5.404374
103.949127	-46.521317	-5.358524						103.949127	-46.521317	-5.358524
104.007507	-40.984703	-5.779912						104.007507	-40.984703	-5.779912
104.606659	-42.368858	-5.658262						104.606659	-42.368858	-5.658262
105.059021	-40.984703	-6.024216						105.059021	-40.984703	-6.024216
105.071381	-46.521317	-5.35053						105.071381	-46.521317	-5.35053
105.72113	-46.521317	-5.416607						105.72113	-46.521317	-5.416607
105.872803	-42.368858	-5.97979						105.872803	-42.368858	-5.97979
106.053558	-43.753006	-5.7746						106.053558	-43.753006	-5.7746
106.37085	-46.521317	-5.482684						106.37085	-46.521317	-5.482684
106.686615	-43.753006	-5.935364						106.686615	-43.753006	-5.935364
107.020569	-46.521317	-5.548761						107.020569	-46.521317	-5.548761
107.500397	-45.137161	-5.890937						107.500397	-45.137161	-5.890937
107.670319	-46.521317	-5.614838						107.670319	-46.521317	-5.614838
107.884949	-46.521317	-5.692062						107.884949	-46.521317	-5.692062
108.099548	-46.521317	-5.769287						108.099548	-46.521317	-5.769287
108.314178	-46.521317	-5.846511						108.314178	-46.521317	-5.846511
108.528809	-46.521317	-5.923736						108.528809	-46.521317	-5.923736
108.947266	-46.521317	-6.007275						108.947266	-46.521317	-6.007275
109.365723	-46.521317	-6.090815						109.365723	-46.521317	-6.090815
109.78418	-46.521317	-6.174355						109.78418	-46.521317	-6.174355
110.202637	-46.521317	-6.257894						110.202637	-46.521317	-6.257894
